translatedText,detectedSourceLanguage,input
aggiungi un&#39;altra organizzazione,de,eine weitere Organisation hinzufügen
Amministratore,en,Administrator
supervisore,de,Betreuer
supervisore,de,Betreuer
Power user,en,Power-User
Gestione,de,Leitung
MA Gruppo A,de,MA Gruppe A
MA Gruppo B,da,MA Gruppe B
m�nnlich,vi,männlich
Femmina,de,weiblich
Albania,de,Albanien
Arabo,de,Arabisch
azerbaigiano,de,Aserbaidschanisch
bosniaco,de,Bosnisch
inglese,de,Englisch
Franz�sisch,en,Französisch
georgiano,de,Georgisch
Tedesco,de,Deutsch
greco,de,Griechisch
Italiano,de,Italienisch
persiano,de,Persisch
Polacco,de,Polnisch
inglese,de,Englisch
rumeno,de,Rumänisch
russo,de,Russisch
spagnolo,de,Spanisch
tibetano,de,Tibetisch
T�rkisch,en,Türkisch
Sig.,de,Herr
donna,de,Frau
ritaglia l&#39;immagine,de,Bild zuschneiden
Questo campo � obbligatorio,de,Dieses Feld ist obligatorisch
inserisci pi� caratteri,de,weitere Zeichen eingeben
minimo,vi,minimale Länge
massimo amore,vi,maximale Länge
ungültiges E-Mail,it,ungültiges E-Mail
ungültiges E-Mail,it,ungültiges E-Mail
Email gi� esistente,de,E-Mail bereits vorhanden
massimo,de,maximal
ungültiges E-Mail,it,ungültiges E-Mail
un piccolo URL,en,ungülitge URL
al di sotto del limite minimo,de,Mindestgrenze unterschritten
data non valida,de,ungültiges Datum
numero di telefono invalido,de,ungültige Telefonnummer
Si prega di selezionare un&#39;opzione dall&#39;elenco,de,Bitte wählen Sie eine Option aus der Liste aus
economia,de,Wirtschaftlichkeit
4 soggetto,de,4 Thema
5 soggetto,de,5 Thema
Reputazione,en,Reputation
1 soggetto,de,1 Thema
la sicurezza del paziente,de,Patientensicherheit
2 soggetto,de,2 Thema
6 soggetto,de,6 Thema
Reputazione,en,Reputation
dipendenti,de,Mitarbeiter:innen
Risposta all&#39;attivit� non riuscita,de,Antwort auf Aufgabe fehlgeschlagen
Attendere prego. Regola lo stato dell&#39;attivit�,de,Bitte warten Sie. Den Status der Aufgabe anpassen
processo terminato,de,Prozess beendet
sar� cancellato,de,wird gelöscht
Eliminazione non riuscita,de,Löschung fehlgeschlagen
Eliminazione riuscita,de,Löschung erfolgreich
Eliminazione attivit� in corso,de,Aufgabenlöschung in Bearbeitung
Si � verificato un errore durante l&#39;eliminazione dell&#39;attivit�,de,Es gab einen Fehler beim Löschen der Aufgabe
Errore durante il recupero delle informazioni sull&#39;utente,de,Fehler beim Abrufen von Benutzerinformationen
il suo account � stato cancellato,de,ihr Konto wurde gelöscht
"Il tuo ruolo � stato aggiornato, effettua nuovamente il login",de,"Ihre Rolle wurde aktualisiert, bitte loggen Sie sich erneut ein"
attrezzatura pratica,de,Praxis-Ausstattung
Posizione,de,Standort
Manutenzione del dispositivo,is,Gerätewartung
rischio,de,Risiko
valutazione,de,Bewertung
categoria,de,Kategorie
sottocategoria,de,Unter-Kategorie
Addestramento,en,Training
Modulo,ro,Modul
utente,de,Benutzer
E,fi,Ja
No,de,Nein
catalogo delle attivit�,de,Aufgabenkatalog
Modulo di formazione,en,Trainingsmodul
selezione multipla,de,Mehrfachauswahl
upload di file,de,Datei-Upload
Scala lineare,da,Lineare Skala
Documento,mt,Dokument
Foglio di calcolo,de,Tabellenkalkulation
PDF,en,PDF
foto,de,Bild
täglich,gd,täglich
w�chentlich,en,wöchentlich
al mese,de,monatlich
j�hrlich,fr,jährlich
1 etichetta,en,1 Tag
2 giorni,de,2 Tage
3 giorni,de,3 Tage
4 giorni,de,4 Tage
5 giorni,de,5 Tage
6 giorni,de,6 Tage
7 giorni,de,7 Tage
8 giorni,de,8 Tage
9 giorni,de,9 Tage
10 giorni,de,10 Tage
11 giorni,de,11 Tage
12 giorni,de,12 Tage
13 giorni,de,13 Tage
14 giorni,de,14 Tage
15 giorni,de,15 Tage
16 giorni,de,16 Tage
17 giorni,de,17 Tage
18 giorni,de,18 Tage
19 giorni,de,19 Tage
20 giorni,de,20 Tage
21 giorni,de,21 Tage
22 giorni,de,22 Tage
23 giorni,de,23 Tage
24 giorni,de,24 Tage
25 giorni,de,25 Tage
26 giorni,de,26 Tage
27 giorni,de,27 Tage
28 giorni,de,28 Tage
29 giorni,de,29 Tage
30 giorni,de,30 Tage
Lunedi,de,Montag
Marted�,de,Dienstag
Mercoled�,de,Mittwoch
Gioved�,de,Donnerstag
Venerd�,de,Freitag
Sabato,de,Samstag
Domenica,de,Sonntag
Non ricorrente,de,Nicht wiederkehrend
Gruppo fornitori A,de,Lieferanten Gruppe A
Gruppo fornitori B,de,Lieferanten Gruppe B
Gruppo fornitori C,de,Lieferanten Gruppe C
l�schen,en,löschen
conferma,de,Bestätigung
Sei sicuro di voler eliminare questa entit�?,de,"Sind Sie sicher, dass Sie diese Einheit löschen wollen?"
Nessun dato trovato,de,Keine Daten gefunden
In totale,de,Gesamt
Indirizzo,fr,Adresse
biblioteca,de,Bibliothek
Gestione del rischio,da,Risiko-Management
Gestione dei dispositivi,de,Geräte-Bewirtschaftung
gestore della lingua,de,Sprach-Manager
monitor di processo,de,Prozess-Monitor
Addestramento,en,Training
sviluppatore,de,Entwickler
Auftr�ge,zh-CN,Aufträge
organizzazioni,de,Organisationen
utente,de,Benutzer
clienti,de,Kunden
la mia organizzazione,de,Meine Organisation
Gestire documenti e scambiare con i clienti,de,Dokumente verwalten und mit Kunden austauschen
"Aggiungi, monitora e gestisci i rischi",de,"Risiken hinzufügen, überwachen und verwalten"
Assegna compiti ed esamina i rapporti,de,Aufgaben zuweisen und Berichte überprüfen
"Creare, assegnare e monitorare la formazione",de,"Erstellen, Zuweisen und Überwachen von Schulungen"
Realizzazione di sale e apparecchiature di monitoraggio,de,Erstellen von Räumen und Monitorausrüstungen
"Crea, assegna e monitora gli ordini",de,"Aufträge erstellen, zuweisen und überwachen"
Creazione di moduli da utilizzare nel monitoraggio dei processi e nella formazione,de,Erstellen von Modulen zur Verwendung bei der Prozessüberwachung und Schulung
Visualizza i dettagli dell&#39;organizzazione utente,de,Details der Benutzerorganisation anzeigen
Visualizza un elenco di utenti della stessa organizzazione,de,Liste der Benutzer aus derselben Organisation anzeigen
Manutenzione,de,Wartung
Dettagli,en,Details
Aggiornare,de,aktualisieren
creare,de,erstellen
Caricare un file,de,Datei hochladen
Nome dei documenti,lv,Name des Dokuments
Nome del documento richiesto,de,Dokumentenname erforderlich
formato del file,de,Format der Datei
Scegli un formato di file,de,Bitte wählen Sie ein Dateiformat
Nome del progetto,pl,Projektname
Nessuna corrispondenza trovata,de,Keine Übereinstimmung gefunden
Immettere il nome della colonna con il titolo delle forme,de,Geben Sie den Spaltennamen mit dem Titel der Formen ein
Il tuo file � stato caricato con successo,de,Ihre Datei wurde erfolgreich hochgeladen
Trascinali e rilasciali o fai clic qui per sfogliare i file,de,"Ziehen Sie sie per Drag & Drop oder klicken Sie hier, um die Dateien zu durchsuchen"
Numero massimo di file raggiunto,de,Maximale Anzahl der erreichten Dateien
Solo il seguente formato di file,de,Nur folgendes Dateiformat
sono supportati,de,werden unterstützt
I file non possono essere pi� grandi di,de,Dateien können nicht grösser sein als
KB,hu,KB
ritaglia l&#39;immagine,de,Bild zuschneiden
Selezionare,de,auswählen
scartare,de,verwerfen
Registrato,de,angemeldet
E-mail e/o password non corrispondono,de,E-Mail und/oder Passwort stimmen nicht überein
non trovato,de,nicht gefunden
zuruck,en,zurück
Annullare la registrazione,de,Abmelden
clicca sotto per accedere,de,zum Einloggen unten klicken
parola d&#39;ordine,de,Passwort
linguaggio,de,Sprache
registrazione,de,Anmeldung
Marche,nl,merken
Hai dimenticato la tua password?,de,Haben Sie Ihr Passwort vergessen?
controllo,de,überprüfen Sie
invia di nuovo,de,nochmals senden
� stato inviato un messaggio al tuo numero di telefono che inizia con,de,"Es wurde eine Nachricht an Ihre Telefonnummer gesendet, die mit"
codice di attivazione,de,Aktivierungscode
Inserisci il codice di attivazione che ti � stato inviato tramite SMS,de,Geben Sie den per SMS an Sie gesandten Aktivierungscode ein
Avere problemi?,de,Haben Sie Schwierigkeiten?
Un nuovo messaggio verr� inviato al tuo numero di telefono a partire da,de,"Es wird eine neue Nachricht an Ihre Telefonnummer geschickt, die mit"
Il codice di attivazione inserito non � corretto.,de,Der eingegebene Aktivierungscode ist nicht korrekt.
Captcha,en,Captcha
Carica un nuovo captcha,de,Laden Sie ein neues Captcha
Captcha non corrisponde,de,Captcha stimmt nicht überein
I contratti scadono,de,Verträge laufen aus
E-mail e/o password non corrispondono,de,E-Mail und/oder Passwort stimmen nicht überein
Nessuna email trovata,de,Keine E-Mail gefunden
creare,de,erstellen
übermitteln,en,übermitteln
approvazione,de,Zustimmung
Regolamento generale sulla protezione dei dati,de,Allgemeine Datenschutzverordnung
Il valore minimo � 0,de,Der Mindestwert ist 0
Il valore minimo � 1,de,Der Mindestwert ist 1
Il valore minimo � 2,de,Der Mindestwert ist 2
Il valore minimo � 3,de,Der Mindestwert beträgt 3
Il valore minimo � 4,de,Der Mindestwert beträgt 4
Il valore minimo � 5,de,Der Mindestwert beträgt 5
Il valore massimo �,de,Der maximale Wert ist
Il valore massimo � 25,de,Der maximale Wert beträgt 25
Il valore massimo � 65,de,Der maximale Wert beträgt 65
Il valore minimo � 30,de,Der Mindestwert beträgt 30
"Il valore minimo � 0,1",de,"Der Mindestwert beträgt 0,1"
Il valore minimo � 10,de,Der Mindestwert ist 10
Il valore minimo � 50,de,Der Mindestwert beträgt 50
Il valore minimo � 100,de,Der Mindestwert ist 100
Il valore massimo � 100,de,Der maximale Wert ist 100
Il valore minimo � 500,de,Der Mindestwert beträgt 500
Il valore minimo � 99999,de,Der Mindestwert beträgt 99999
Il valore minimo � 999999,de,Der Mindestwert beträgt 999999
Il valore minimo � 9999999999,de,Der Mindestwert beträgt 9999999999
Il valore massimo � 9999999999999999999999,de,Der Maximalwert beträgt 99999999999999999999
Questo campo � obbligatorio,de,Dieses Feld ist obligatorisch
Questo campo deve essere una stringa,de,Dieses Feld muss eine Zeichenkette sein
Questo campo deve essere un URL del sito,de,Dieses Feld muss eine Site-URL sein
Il formato non � valido,de,Format ist ungültig
Inserisci un&#39;e-mail valida,de,Geben Sie eine gültige E-Mail ein
Questo ID non � valido,de,Diese ID ist nicht gültig
"Password non valida. La lunghezza minima della password � di 6 caratteri, la lunghezza massima � di 36 caratteri e dovrebbe contenere anche un numero",de,"Ungültiges Passwort. Die Mindestlänge des Passwortes beträgt 6 Zeichen, die maximale Länge 36 Zeichen und es sollte auch eine Zahl enthalten"
Inserisci un codice postale valido,de,Geben Sie eine gültige Postleitzahl ein
Inserisci un telefono valido,de,Ein gültiges Telefon eingeben
Il tasso di interesse non pu� contenere pi� di 2 cifre decimali,de,Zinssatz kann nicht mehr als 2 Nachkommastellen enthalten
Devi scegliere tra i suggerimenti,de,Sie müssen aus den Vorschlägen auswählen
Il decimale non � consentito,de,Dezimalzahl ist nicht erlaubt
Questo campo deve essere una stringa iniziale,de,Dieses Feld muss eine Führungszeichenfolge sein
Questo campo deve essere una matrice.,de,Dieses Feld muss ein Array sein.
Questo campo deve essere un array contenente la stringa,de,Dieses Feld muss ein Array mit der Zeichenfolge
Questo campo deve essere una matrice intera,de,Dieses Feld muss ein Integer-Array sein
Questo campo deve essere una doppia matrice,de,Dieses Feld muss ein doppeltes Array sein
Questo campo deve essere un array booleano,de,Dieses Feld muss ein boolesches Array sein
Questo campo deve essere un array Guid,de,Dieses Feld muss ein Guid-Array sein
Questo campo deve essere un numero intero,de,Dieses Feld muss eine ganze Zahl sein
Questo campo deve essere un numero doppio,de,Dieses Feld muss eine doppelte Zahl sein
Questo campo deve essere un numero positivo,de,Dieses Feld muss eine positive Zahl sein
deve essere una data valida,de,Muss ein gültiges Datum sein
Deve essere un booleano,de,Muss ein Boolescher sein
Sig.,de,Herr
donna,de,Frau
donna,de,Frau
La dimensione del file caricato o il tipo di file non sono supportati durante il caricamento,de,Ihre hochgeladene Dateigröße oder Ihr Dateityp wird beim Hochladen nicht unterstützt
Non puoi inviare pi� di 2 file alla volta,de,Sie können nicht mehr als 2 Dateien auf einmal senden
pianificazione,de,Planung
progetti,de,Projekte
progetti,de,Projekte
organizzazioni,de,Organisationen
utente,de,Benutzer
Organizzazione,en,Orgaisation
la mia organizzazione,de,Meine Organisation
monitor di processo,de,Prozess-Monitor
Addestramento,en,Training
sviluppatore,de,Entwickler
upload di file,de,Datei-Upload
LI,ar,LIM
Password attuale,de,Aktuelles Passwort
nuova password,de,Neues Passwort
inserire di nuovo la nuova password,de,Neues Passwort erneut eingeben
Informazioni account,de,Informationen zum Konto
Lavagna,en,Whiteboard
Benvenuto a lim,de,Willkommen bei lim
Inserire la password,de,Passwort eingeben
Account attivato correttamente,de,Konto erfolgreich aktiviert
Effettua nuovamente il login,de,erneut anmelden
in cerca di organizzazione,de,suche Organisation
Crea organizzazione,de,Organisation anlegen
Nessuna organizzazione trovata,de,Keine Organisation gefunden
Dettagli dell&#39;organizzazione,de,Details zur Organisation
Nome dell&#39;organizzazione,de,Name der Organisation
Il nome dell&#39;organizzazione � obbligatorio,de,Der Name der Organisation ist erforderlich
� necessaria la strada,de,Strasse ist erforderlich
via numero.,de,Strassen Nr.
codice postale,de,Postleitzahl
CAP richiesto,de,Postleitzahl erforderlich
citt� � richiesta,de,Stadt ist erforderlich
Osservazioni,de,Bemerkungen
Nota: lunghezza max 250,de,Bemerkung: max Länge 250
Aborto,de,Abbrechen
salvare,de,speichern
Layer-Elenco,fr,Layer-Liste
spazi pubblici,de,Öffentliche Räume
strutture,de,Einrichtungen
Nessuna organizzazione � stata ancora aggiunta per questo progetto,de,Für dieses Projekt wurde noch keine Organisation hinzugefügt
Organizzazione hinzuf�gen,fr,Organisation hinzufügen
Questo � il nome delle organizzazioni incaricate di sviluppare questo progetto,de,"Dies ist der Name der Organisationen, die mit der Entwicklung dieses Projektes beauftragt sind"
Questa organizzazione sar� in grado di gestire organizzazioni collaborative (imprese di costruzione).,de,"Diese Organisation wird in der Lage sein, kollaborative Organisationen (Bauunternehmen) zu verwalten."
Amministrazione,en,Administration
Ciascuna di queste organizzazioni gestir� le proprie posizioni.,de,Jede dieser Organisationen wird ihre eigenen Standorte verwalten.
Collaborativo,mt,Kollaborative
assegnare,de,zuweisen
Il nome � obbligatorio,de,Name ist erforderlich
Nome unterfase,en,Unterphase Name
Sottofase hinzuf�gen,en,Subphase hinzufügen
Fase hinzuf�gen,en,Phase hinzufügen
Non sono state ancora aggiunte fasi per questo progetto,de,Für dieses Projekt sind noch keine Phasen hinzugefügt worden
Per il progetto sono state definite le seguenti fasi,de,Folgende Phasen wurden für das Projekt definiert
Nessuna fase � stata ancora aggiunta per questo progetto,de,Für dieses Projekt sind noch keine Phasen hinzugefügt worden
Aggiungi disciplina,de,Disziplin hinzufügen
Per il progetto sono state definite le seguenti discipline.,de,Für das Projekt wurden folgende Disziplinen definiert.
Nome disciplina,de,Name der Disziplin
Nome della sottodisciplina,de,Name der Teildisziplin
Subdisziplin hinzuf�gen,pt,Subdisziplin hinzufügen
Nome dell&#39;appaltatore,de,Name des Auftragnehmers
Si prega di inserire l&#39;intervallo di date,de,Bitte Datumsbereich eingeben
La planimetria � in fase di modifica. Sarai avvisato una volta completato.,de,"Der Grundriss wird bearbeitet. Sie werden benachrichtigt, sobald er fertiggestellt ist."
"Si prega di caricare la planimetria ( png, jpeg )",de,"Bitte laden Sie den Grundriss hoch ( png, jpeg )"
OK,en,OK
Carica planimetria,de,Grundriss hochladen
nome di battesimo,de,Vorname
cognome,de,Nachname
E-Mail,it,E-Mail
Telefono,tr,Telefon
Organizzazione,fr,Organisation
informazioni sull&#39;utente,de,Benutzer Info
"Dopo essere stato invitato al portale, il contatto ricever� un&#39;e-mail con un collegamento. Il contatto diventa il portale con il link",de,Nach der Einladung zum Portal erhält der Kontakt eine E-Mail mit einem Link. Der Kontakt wird das Portal mit dem Link
Invita anche al portale,de,Auch zum Portal einladen
Aggiungi nuova zona,de,Neue Zone hinzufügen
Attiva sequenza temporale,de,Zeitleiste aktivieren
Nuova zona,de,Neue Zone
nome del regno,de,Bereichsname
Massimo Lange 50,vi,Maximale Länge 50
Scegli il tipo di zona,de,Wählen Sie den Typ der Zone
Punti interessanti,de,Interessante Punkte
Attivit�,cs,Aktivitäten
lo scaffale,de,Ablagefläche
Aggiungi attivit�,de,Aktivität hinzufügen
modificare,de,bearbeiten
rimuovere,de,entfernen
Nessuna attivit� � stata aggiunta,de,Es wurden keine Aktivitäten hinzugefügt
Nessuna zona aggiunta,de,Keine Zonen hinzugefügt
Area di lavoro,de,Arbeitsbereich
Punti interessanti,de,Interessante Punkte
Vuoi eliminare,de,Möchten Sie löschen
Nuova sede,de,Neuer Standort
Nome del luogo,de,Name des Standorts
Questo sito � protetto,de,Diese Seite ist geschützt
Volume costruito,da,Gebäude Volumen
area di costruzione,de,Baugebiet
Altezza costruita,da,Gebäude Höhe
Nessuna pagina trovata,de,Keine Seite gefunden
Nessuna attivit� ancora creata,de,Noch keine Aktivitäten angelegt
informazioni di base,de,Basis-Informationen
Nome,en,Name
Posizione,de,Standort
Protezione,de,Schutz
Descrizione del luogo,de,Beschreibung des Standorts
Nessuna descrizione ancora aggiunta,de,Noch keine Beschreibung hinzugefügt
dipendenze,de,Abhängigkeiten
Nessuna dipendenza ancora aggiunta,de,Noch keine Abhängigkeiten hinzugefügt
leggi di pi�,de,mehr lesen
Contatto,no,Kontakt
Aggiungi nuovo contatto,de,Neuen Kontakt hinzufügen
File,de,Dateien
Nessun file ancora aggiunto,de,Noch keine Datei hinzugefügt
Massimo Lange 100,vi,Maximale Länge 100
Nessun numero,de,Keine Nummer
Nessuna forma ancora aggiunta,de,Noch keine Form hinzugefügt
Seleziona il tipo di forma,de,Formtyp auswählen
numero di piani,de,Anzahl Stockwerke
Numero di piani interrati,de,Anzahl der Untergeschosse
Simbolo di forma,en,Shape Symbol
Seleziona l&#39;icona che desideri visualizzare per questo modulo.,de,"Bitte wählen Sie das Symbol, das Sie für diese Modul anzeigen lassen möchten."
Seleziona documento,de,Dokument auswählen
categoria,de,Kategorie
la zona,de,Bereich
Orario,de,Zeitplan
raggruppare per,de,Gruppieren nach
non disponibile,de,nicht erhältlich
Disposizione,de,Grundriss
Non c&#39;� edificio,de,Es existiert kein Gebäude
Dettagli,en,Details
Posizioni attive,de,Aktive Standorte
Posizioni come am,de,Standorte wie am
Nessun sito ancora aggiunto,de,Noch keine Sites hinzugefügt
AGGIUNGI PAGINA,de,SEITE HINZUFÜGEN
Aggiungi sezione del sito,de,Site-Bereich hinzufügen
Nome forma,en,Shape Name
Categoria Forma,en,Shape Kategorie
AGGIUNGI PAVIMENTO,de,FUSSBODEN HINZUFÜGEN
ordina per,de,Sortieren nach
Nessun piano ancora aggiunto,de,Noch keine Fußböden hinzugefügt
Forma hinzuf�gen,en,Form hinzufügen
Per favore accedi al tuo account.,de,Bitte loggen Sie sich in Ihr Konto ein.
Consenso:,de,Einverständnis:
Concordo,de,einverstanden
in disaccordo,de,nicht einverstanden
Accetto i termini e le condizioni generali,de,Ich akzeptiere die Allgemeinen Geschäftsbedingungen
Caricare un file,de,Datei hochladen
Nome dei documenti,lv,Name des Dokuments
Il nome del documento � obbligatorio,de,Dokument Name ist erforderlich
formato del file,de,Format der Datei
Scegli un formato di file,de,Bitte wählen Sie ein Dateiformat
Nome del progetto,pl,Projektname
Nessuna corrispondenza trovata,de,Keine Übereinstimmung gefunden
Immettere il nome della colonna con il titolo delle forme,de,Geben Sie den Spaltennamen mit dem Titel der Formen ein
Il tuo file � stato caricato con successo,de,Ihre Datei wurde erfolgreich hochgeladen
Trascinali e rilasciali o fai clic qui per sfogliare i file,de,"Ziehen Sie sie per Drag & Drop oder klicken Sie hier, um die Dateien zu durchsuchen"
Numero massimo di file raggiunto,de,Maximale Anzahl der erreichten Dateien
Solo il seguente formato di file,de,Nur folgendes Dateiformat
sono supportati,de,werden unterstützt
I file non possono essere pi� grandi di,de,Dateien können nicht grösser sein als
KB,hu,KB
guarda il progetto,de,Projekt anschauen
visualizzare i clienti,de,Kunden anzeigen
attivo,de,aktiv
inattivo,sv,inaktiv
Aggiungi utente,de,Benutzer hinzufügen
Informazioni sulla dimensione dell&#39;immagine,de,Informationen zur Bildgröße
Informazione personale,de,Persönliche Informationen
saluto,de,Anrede
nome di battesimo,de,Vorname
mostra il nome,de,Name anzeigen
Organizzazione,fr,Organisation
informazioni sull&#39;utente,de,Benutzer Info
Indirizzo e-mail,da,E-Mail Adresse
Telefono,tr,Telefon
E-Mail ungültig,it,E-Mail ungültig
Email gi� esistente,de,E-Mail bereits vorhanden
Numero di contatto,da,Kontaktnummer
Numero di telefono invalido,de,Telefonnummer ungültig
Designare come utente amministrativo,de,Als administrativer Benutzer bestimmen
aggiornare l&#39;utente,de,Benutzer aktualisieren
realt�,pl,aktualsieren
Volume,es,Volumen
la zona,de,Bereich
Ehi,en,Höhe
Nessun rapporto trovato,de,Keine Berichte gefunden
nome della fase,de,Phasenname
Orario,de,Zeitplan
Dettagli del rapporto,de,Details zum Bericht
Posizione,de,Standort
lasso di tempo,de,Zeitrahmen
descrizione,de,Beschreibung
Leggenda,nl,Legende
Informazioni,en,Info
presto,de,demnächst
rapporti,de,Berichte
Propriet� del marcatore,de,Marker-Eigenschaften
Impostazioni del titolo,de,Titel Einstellungen
Mostra titolo,de,Titel anzeigen
formato del file,de,Dateiformat
In totale,de,Gesamt
Data d&#39;inizio,nl,Start Datum
Data di fine,nl,End-Datum
zona di localizzazione,de,Standortbereich
pavimento,de,Stockwerk
Dettagli del contratto,de,Details zum Vertrag
date critiche,de,Kritische Termine
Nessun dato critico aggiunto,de,Keine kritischen Daten hinzugefügt
ID attivit�,de,Tätigkeits-ID
Inserisci l&#39;ID attivit�,de,Bitte Aktivitäts-ID eingeben
Nome dell&#39;attivit�,en,Aktivität Name
Inserisci il nome dell&#39;attivit�,de,Bitte Aktivitätsname eingeben
Fase,en,Phase
Si prega di inserire il nome d&#39;arte,de,Bitte Bühnenname eingeben
Si prega di inserire il nome del fornitore,de,Bitte Lieferantennamen eingeben
Data di inizio del contratto,de,Datum des Vertragsbeginns
data di scadenza del contratto,de,Enddatum des Vertrages
Dettagli aggiuntivi:,de,Zusätzliche Details:
Cercare,de,Suche
Aggiungi una data critica per questa attivit�,de,Kritisches Datum für diese Aktivität hinzufügen
data critica,de,Kritisches Datum
Aggiungi le date critiche per contrassegnare le dipendenze o le date importanti relative a questa attivit�,de,"Bitte fügen Sie kritische Daten hinzu, um Abhängigkeiten oder wichtige Termine zu markieren, die mit dieser Aktivität zusammenhängen"
Aggiungi un&#39;altra data critica,de,Ein weiteres kritisches Datum hinzufügen
Fase,en,Phase
disciplina,de,Disziplin
sito web,de,Webseite
la zona,de,Bereich
Vuoi eliminare questa attivit�?,de,Wollen Sie diese Aktivität löschen?
Progetto,de,Projekt
Non classificato,de,Nicht kategorisiert
Durata dell&#39;attivit�,de,Dauer der Aktivität
seleziona organizzazione,de,Organisation auswählen
Cronologia delle modifiche alla data,de,Historie der Datumsänderungen
Elenco delle attivit�,de,Liste der Aktivitäten
SELISE-Software Rockin&#39;,sq,SELISE-Rockin' Software
Tutti i diritti riservati.,de,Alle Rechte vorbehalten.
Tecnologia e design di,de,Technik & Design von
Posizioni,de,Standorte
Visualizzatore BIM,de,BIM-Betrachter
nome del piano,de,Etage Name
Area verde,de,Grüner Bereich
Inserisci indirizzo,de,Adresse eingeben
Nessuna attivit� trovata,de,Keine Aktivität gefunden
cognome,de,Nachname
Caricato su,de,Hochgeladen auf
Nome dei documenti,lv,Name des Dokuments
Nome dell&#39;organizzazione,de,Name der Organisation
Carica nome,en,Upload Name
Stato,en,Status
Voce dashboard non trovata,de,Dashboard-Eintrag nicht gefunden
Inserimento non trovato,de,Datensatz nicht gefunden
Nessuna attivit� trovata,de,Keine Aktivitäten gefunden
scopo,de,Zweck
ricerca documenti,de,Dokumente suchen
documento di ricerca,de,Dokument suchen
Il mio account,de,Mein Konto
Conferma password,de,Passwort bestätigen
impronta,de,Impressum
privacy,de,Datenschutz
Legale,en,Legal
Intervallo di date non valido,de,Ungültiger Datumsbereich
Intervallo di date non valido,de,Ungültiger Datumsbereich
Fornire un motivo per la data critica,de,Geben Sie einen Grund für das kritische Datum an
Registrato,de,angemeldet
gestore della lingua,de,Sprach-Manager
SUB_TOPIC_NAME,en,SUB_TOPIC_NAME
biblioteca,de,Bibliothek
Clicca qui per sfogliare i file,de,"Klicken Sie hier, um Dateien zu durchsuchen"
Indirizzo,fr,Adresse
Gestione del rischio,da,Risiko-Management
Dispositivi,is,Geräte
Auftr�ge,zh-CN,Aufträge
Carica immagine,de,Bild hochladen
hinzuf�gen,en,hinzufügen
scartare,de,verwerfen
Trascina e rilascia i file su questo campo o seleziona Foto,de,Dateien auf dieses Feld ziehen und loslassen oder Photo auswählen
massimo Dateigröße,fr,maximale Dateigröße
Aggiungi immagine,de,Bild hinzufügen
ritaglia l&#39;immagine,de,Bild zuschneiden
anteprima dell&#39;immagine,de,Bild-Vorschau
Sei sicuro di voler cancellare questa immagine?,de,"Sind Sie sicher, dass Sie dieses Bild löschen möchten?"
Ci sono ancora elementi attivi ad esso associati,de,Es gibt noch damit verbundene aktive Elemente
Cancellazione non consentita,de,Löschung nicht erlaubt
conferma,de,Bestätigung
Crea e monitora le attivit�,de,Aufgaben erstellen und überwachen
Rispondere,de,Antwort
Übersicht,en,Übersicht
Manutenzione,de,Wartung
Mostra tutti i dipendenti destinati a questa attivit�,de,Zeigt alle für diese Aufgabe vorgesehenen Mitarbeiter
utenti assegnati,de,zugeordnete Benutzer
Questo campo � obbligatorio,de,Dieses Feld ist erforderlich
applicazione,de,Anwendung
Aggiungi applicazione,de,Anwendung hinzufügen
Nome dell&#39;applicazione,en,App Name
il percorso,de,Pfad
AZIONE,de,AKTION
Nome dell&#39;applicazione,de,Anwendung Name
Pulsante totale,de,Gesamt Taste
gestore della lingua,de,Sprach-Manager
Schl�ssel-Lista,fr,Schlüssel-Liste
elenco pulsanti di,de,Taste Liste der
Cercare,de,Suche
Schl�ssel hinzuf�gen,en,Schlüssel hinzufügen
Schl�ssel,en,Schlüssel
Aggiungere altro,de,Weitere hinzufügen
strumento di gestione delle lingue,de,Sprachmanager-Tool
Sottotitoli del gestore della lingua,de,Sprachmanager Untertitel
Aggiungi applicazione,de,Anwendung hinzufügen
Nome dell&#39;applicazione,en,App Name
il percorso,de,Pfad
nome del modulo,de,Name des Moduls
Andare in diretta!,de,Geht live!
Dettagli importanti,de,Wichtige Details
connessione,de,Zusammenhang
Sei sicuro?,de,Sind Sie sicher?
Fare clic su Conferma,de,Klicken Sie auf Bestätigen
formato del file,de,Dateiformat
pulsante,de,Schaltfläche
titolo,de,Titel
pagina dei sottotitoli,de,Seite Untertitel
databile,de,datierbar
Capitale,id,Modal
Navigazione,en,Navigation
campo modulo,de,Formularfeld
Altri,nl,andere
Filtro,en,Filter
zur�cksetzen,en,zurücksetzen
Nome dell&#39;applicazione,en,App Name
In corso,de,In Arbeit
La tua corsa cambia,de,Ihre laufenden Änderungen
Attendi 10-15 minuti per iniziare una nuova build.,de,"Bitte warten Sie 10-15 Minuten, um einen neuen Bau zu beginnen."
Sei sicuro di voler eliminare questa app?,de,"Sind Sie sicher, dass Sie diese App löschen möchten?"
Fai clic su &quot;Elimina&quot; per eliminarli in modo permanente o fai clic su &quot;Annulla&quot; per tornare indietro.,de,"Klicken Sie auf 'Löschen', um sie dauerhaft zu löschen oder klicken Sie auf 'Abbrechen', um zurück zu gehen."
