translatedText,detectedSourceLanguage,input
Titre académique,de,Akademische Titel
Veuillez ajouter les informations nécessaires,de,Bitte notwendigen Informationen hinzufÃ¼gen
charge de travail,de,Arbeitspensum
compétences,de,FÃ¤higkeiten
compétences,de,FÃ¤higkeiten
ajouter des compétences,de,FÃ¤higkeiten hinzufÃ¼gen
la description,de,Beschreibung
spécialité,de,SpezialiÃ¤t
Veuillez ajouter des spécialités d&#39;utilisateur,de,Bitte SpeizialitÃ¤ten des Benutzers hinzufÃ¼gen
salutation,de,Anrede
Date de naissance,de,Geburtsdatum
langue maternelle,de,Muttersprache
langue maternelle,de,Muttersprache
Nationalité,en,NationalitÃ¤t
autres langues,de,andere Sprachen
détails du compte,de,Kontodaten
Veuillez fournir les informations de compte requises,de,Bitte geben Sie die erforderlichen Kontoinformationen an
Télécharger l&#39;image,de,Bild hochladen
rôle,de,Rolle
roulent,de,Rollen
détails personnels,de,Personalien
Info Bildgrösse,en,Info BildgrÃ¶sse
Prénom,de,Vorname
nom de famille,de,Nachname
afficher le nom,de,Name anzeigen
Organisation,fr,Organisation
la désignation,de,Bezeichnung
E-mail,it,E-Mail
löschen,en,lÃ¶schen
régler,de,abrechnen
pour sauvegarder,de,sichern
Téléphoner,tr,Telefon
Nom,en,Name
Téléphone privé,sv,Telefon Privat
Téléphone Geschäft,hu,Telefon GeschÃ¤ft
le sexe,de,Geschlecht
männlich,vi,mÃ¤nnlich
Femelle,de,weiblich
Numéro K,da,K-Nummer
Numéro,de,Anzahl
détails de l&#39;utilisateur,de,Benutzer Details
affiche les informations de l&#39;utilisateur,de,zeigt Benutzerinformationen
Informations de base,de,Basis Informationen
Information professionnelle,de,Berufliche Informationen
mettre à jour l&#39;utilisateur,de,Benutzer aktualisieren
titre de l&#39;information,de,Informationen Titel
Priorité,it,PrioritÃ¤t
Remarques,de,Bemerkungen
ajouter plus de spécialités,de,mehr SpezialitÃ¤ten hinzufÃ¼gen
ajouter plus de priorités,de,mehr PrioritÃ¤ten hinzufÃ¼gen
Numéro K,da,K-Nummer
ajouter plus,de,mehr hinzufÃ¼gen
certificats de compétence,de,FÃ¤higkeitsausweise
date d&#39;inscription,de,Beitrittsdatum
l&#39;email existe déjà,de,E-Mail existiert bereits
Numéro interne,da,interne Nummer
Nom de l&#39;organisation,en,Organisationsname
le mot de passe,de,Passwort
Langue,de,Sprache
le mot de passe,de,Passwort
E-mail,it,E-Mail
PrioritÃ¤t hinzufÃ¼gen,it,PrioritÃ¤t hinzufÃ¼gen
entrez le titre,de,Titel eingeben
renvoyer l&#39;e-mail d&#39;activation,de,nochmaliges Versenden des Aktivierungs-E-Mails
échec du renvoi de l&#39;e-mail,de,nochmaliges E-Mail-Versenden missglÃ¼ckt
Ce champ est obligatoire,de,Dieses Feld ist obligatorisch
Jeter,de,verwerfen
Appliquer des filtres,de,Filter anwenden
Supprimer l&#39;utilisateur,de,Benutzer lÃ¶schen
Voulez-vous vraiment supprimer cet utilisateur ?,de,"Sind Sie sicher, dass Sie diesen Benutzer lÃ¶schen mÃ¶chten?"
éditer,de,bearbeiten
ajouter une autre organisation,de,eine weitere Organisation hinzufÃ¼gen
Administrateur,en,Administrator
superviseur,de,Betreuer
superviseur,de,Betreuer
Power-User,en,Power-User
La gestion,de,Leitung
MA Groupe A,de,MA Gruppe A
MA Groupe B,da,MA Gruppe B
männlich,vi,mÃ¤nnlich
Femelle,de,weiblich
Albanie,de,Albanien
arabe,de,Arabisch
azerbaïdjanais,de,Aserbaidschanisch
bosnien,de,Bosnisch
Anglais,de,Englisch
Französisch,en,FranzÃ¶sisch
géorgien,de,Georgisch
Allemand,de,Deutsch
grec,de,Griechisch
italien,de,Italienisch
persan,de,Persisch
polonais,de,Polnisch
Anglais,de,Englisch
roumain,de,RumÃ¤nisch
russe,de,Russisch
Espagnol,de,Spanisch
Tibétain,de,Tibetisch
Turc,en,TÃ¼rkisch
M.,de,Herr
femme,de,Frau
recadrer l&#39;image,de,Bild zuschneiden
Ce champ est obligatoire,de,Dieses Feld ist obligatorisch
entrer plus de caractères,de,weitere Zeichen eingeben
minimale,vi,minimale LÃ¤nge
Amour maximal,vi,maximale LÃ¤nge
ungültiges Email,it,ungÃ¼ltiges E-Mail
ungültiges Email,it,ungÃ¼ltiges E-Mail
l&#39;email existe déjà,de,E-Mail bereits vorhanden
maximum,de,maximal
ungültiges Email,it,ungÃ¼ltiges E-Mail
URL non éclairée,en,ungÃ¼litge URL
en dessous de la limite minimale,de,Mindestgrenze unterschritten
date invalide,de,ungÃ¼ltiges Datum
Numéro de téléphone invalide,de,ungÃ¼ltige Telefonnummer
Veuillez sélectionner une option dans la liste,de,Bitte wÃ¤hlen Sie eine Option aus der Liste aus
économie,de,Wirtschaftlichkeit
4 sujet,de,4 Thema
5 sujet,de,5 Thema
Réputation,en,Reputation
1 sujet,de,1 Thema
sécurité du patient,de,Patientensicherheit
2 sujet,de,2 Thema
6 sujet,de,6 Thema
Réputation,en,Reputation
employés,de,Mitarbeiter:innen
La réponse à la tâche a échoué,de,Antwort auf Aufgabe fehlgeschlagen
"S&#39;il vous plaît, attendez. Personnaliser le statut de la tâche",de,Bitte warten Sie. Den Status der Aufgabe anpassen
processus terminé,de,Prozess beendet
sera supprimé,de,wird gelÃ¶scht
Échec de la suppression,de,LÃ¶schung fehlgeschlagen
Suppression réussie,de,LÃ¶schung erfolgreich
Suppression de la tâche en cours,de,AufgabenlÃ¶schung in Bearbeitung
Une erreur s&#39;est produite lors de la suppression de la tâche,de,Es gab einen Fehler beim LÃ¶schen der Aufgabe
Erreur lors de la récupération des informations utilisateur,de,Fehler beim Abrufen von Benutzerinformationen
son compte a été supprimé,de,ihr Konto wurde gelÃ¶scht
"Votre rôle a été mis à jour, veuillez vous reconnecter",de,"Ihre Rolle wurde aktualisiert, bitte loggen Sie sich erneut ein"
équipement de pratique,de,Praxis-Ausstattung
Emplacement,de,Standort
Entretien de l&#39;appareil,is,GerÃ¤tewartung
risque,de,Risiko
évaluation,de,Bewertung
Catégorie,de,Kategorie
sous-catégorie,de,Unter-Kategorie
Formation,en,Training
Module,ro,Modul
utilisateur,de,Benutzer
Et,fi,Ja
non,de,Nein
catalogue de tâches,de,Aufgabenkatalog
Module de formation,en,Trainingsmodul
sélection multiple,de,Mehrfachauswahl
téléchargement de fichiers,de,Datei-Upload
Échelle linéaire,da,Lineare Skala
Document,mt,Dokument
Tableur,de,Tabellenkalkulation
PDF,en,PDF
image,de,Bild
täglich,gd,tÃ¤glich
wöchentlich,en,wÃ¶chentlich
par mois,de,monatlich
jÃ¤hrlich,fr,jÃ¤hrlich
1 balise,en,1 Tag
2 jours,de,2 Tage
3 jours,de,3 Tage
4 jours,de,4 Tage
5 jours,de,5 Tage
6 jours,de,6 Tage
7 jours,de,7 Tage
8 jours,de,8 Tage
9 jours,de,9 Tage
10 jours,de,10 Tage
11 jours,de,11 Tage
12 jours,de,12 Tage
13 jours,de,13 Tage
14 jours,de,14 Tage
15 jours,de,15 Tage
16 jours,de,16 Tage
17 jours,de,17 Tage
18 jours,de,18 Tage
19 jours,de,19 Tage
20 jours,de,20 Tage
21 jours,de,21 Tage
22 jours,de,22 Tage
23 jours,de,23 Tage
24 jours,de,24 Tage
25 jours,de,25 Tage
26 jours,de,26 Tage
27 jours,de,27 Tage
28 jours,de,28 Tage
29 jours,de,29 Tage
30 jours,de,30 Tage
Lundi,de,Montag
Mardi,de,Dienstag
Mercredi,de,Mittwoch
Jeudi,de,Donnerstag
Vendredi,de,Freitag
Samedi,de,Samstag
Dimanche,de,Sonntag
Non récurrent,de,Nicht wiederkehrend
Groupe de fournisseurs A,de,Lieferanten Gruppe A
Groupe de fournisseurs B,de,Lieferanten Gruppe B
Groupe de fournisseurs C,de,Lieferanten Gruppe C
löschen,en,lÃ¶schen
confirmation,de,BestÃ¤tigung
Voulez-vous vraiment supprimer cette entité ?,de,"Sind Sie sicher, dass Sie diese Einheit lÃ¶schen wollen?"
Aucune donnée disponible,de,Keine Daten gefunden
Au total,de,Gesamt
Adresse,fr,Adresse
bibliothèque,de,Bibliothek
Gestion des risques,da,Risiko-Management
Gestion d&#39;appareils,de,GerÃ¤te-Bewirtschaftung
gestionnaire de langue,de,Sprach-Manager
moniteur de processus,de,Prozess-Monitor
Formation,en,Training
développeur,de,Entwickler
Aufträge,zh-CN,AuftrÃ¤ge
organisations,de,Organisationen
utilisateur,de,Benutzer
les clients,de,Kunden
mon organisation,de,Meine Organisation
Gérer les documents et échanger avec les clients,de,Dokumente verwalten und mit Kunden austauschen
"Ajouter, surveiller et gérer les risques",de,"Risiken hinzufÃ¼gen, Ã¼berwachen und verwalten"
Attribuez des tâches et examinez les rapports,de,Aufgaben zuweisen und Berichte Ã¼berprÃ¼fen
"Créer, attribuer et suivre une formation",de,"Erstellen, Zuweisen und Ãœberwachen von Schulungen"
Création de salles et équipement de surveillance,de,Erstellen von RÃ¤umen und MonitorausrÃ¼stungen
"Créer, attribuer et suivre les commandes",de,"AuftrÃ¤ge erstellen, zuweisen und Ã¼berwachen"
Création de modules pour une utilisation dans le suivi des processus et la formation,de,Erstellen von Modulen zur Verwendung bei der ProzessÃ¼berwachung und Schulung
Afficher les détails de l&#39;organisation de l&#39;utilisateur,de,Details der Benutzerorganisation anzeigen
Afficher une liste d&#39;utilisateurs de la même organisation,de,Liste der Benutzer aus derselben Organisation anzeigen
maintenance,de,Wartung
Des détails,en,Details
Mettre à jour,de,aktualisieren
créer,de,erstellen
Téléverser un fichier,de,Datei hochladen
Nom des documents,lv,Name des Dokuments
Nom du document requis,de,Dokumentenname erforderlich
forme du fichier,de,Format der Datei
Veuillez choisir un format de fichier,de,Bitte wÃ¤hlen Sie ein Dateiformat
Nom du projet,pl,Projektname
Pas de résultat trouvé,de,Keine Ãœbereinstimmung gefunden
Entrez le nom de la colonne avec le titre des formes,de,Geben Sie den Spaltennamen mit dem Titel der Formen ein
Votre fichier a été téléchargé avec succès,de,Ihre Datei wurde erfolgreich hochgeladen
Faites-les glisser et déposez-les ou cliquez ici pour parcourir les fichiers,de,"Ziehen Sie sie per Drag & Drop oder klicken Sie hier, um die Dateien zu durchsuchen"
Nombre maximum de fichiers atteint,de,Maximale Anzahl der erreichten Dateien
Seul le format de fichier suivant,de,Nur folgendes Dateiformat
sont pris en charge,de,werden unterstÃ¼tzt
Les fichiers ne peuvent pas être plus grands que,de,Dateien kÃ¶nnen nicht grÃ¶sser sein als
Ko,hu,KB
recadrer l&#39;image,de,Bild zuschneiden
sélectionner,de,auswÃ¤hlen
Jeter,de,verwerfen
Inscrit,de,angemeldet
L&#39;e-mail et/ou le mot de passe ne correspondent pas,de,E-Mail und/oder Passwort stimmen nicht Ã¼berein
pas trouvé,de,nicht gefunden
zurück,en,zurÃ¼ck
Se désinscrire,de,Abmelden
cliquez ci-dessous pour vous connecter,de,zum Einloggen unten klicken
le mot de passe,de,Passwort
Langue,de,Sprache
enregistrement,de,Anmeldung
Marques,nl,merken
Avez-vous oublié votre mot de passe?,de,Haben Sie Ihr Passwort vergessen?
Chèque,de,Ã¼berprÃ¼fen Sie
envoyer à nouveau,de,nochmals senden
Un message a été envoyé à votre numéro de téléphone commençant par,de,"Es wurde eine Nachricht an Ihre Telefonnummer gesendet, die mit"
code d&#39;activation,de,Aktivierungscode
Entrez le code d&#39;activation qui vous a été envoyé par SMS,de,Geben Sie den per SMS an Sie gesandten Aktivierungscode ein
Avoir des problèmes?,de,Haben Sie Schwierigkeiten?
Un nouveau message sera envoyé à votre numéro de téléphone commençant par,de,"Es wird eine neue Nachricht an Ihre Telefonnummer geschickt, die mit"
Le code d&#39;activation que vous avez entré est incorrect.,de,Der eingegebene Aktivierungscode ist nicht korrekt.
Captcha,en,Captcha
Charger un nouveau captcha,de,Laden Sie ein neues Captcha
Le captcha ne correspond pas,de,Captcha stimmt nicht Ã¼berein
Les contrats expirent,de,VertrÃ¤ge laufen aus
L&#39;e-mail et/ou le mot de passe ne correspondent pas,de,E-Mail und/oder Passwort stimmen nicht Ã¼berein
Aucun e-mail trouvé,de,Keine E-Mail gefunden
créer,de,erstellen
übermitteln,en,Ã¼bermitteln
approbation,de,Zustimmung
Règlement général sur la protection des données,de,Allgemeine Datenschutzverordnung
La valeur minimale est 0,de,Der Mindestwert ist 0
La valeur minimale est 1,de,Der Mindestwert ist 1
La valeur minimale est 2,de,Der Mindestwert ist 2
La valeur minimale est 3,de,Der Mindestwert betrÃ¤gt 3
La valeur minimale est 4,de,Der Mindestwert betrÃ¤gt 4
La valeur minimale est 5,de,Der Mindestwert betrÃ¤gt 5
La valeur maximale est,de,Der maximale Wert ist
La valeur maximale est de 25,de,Der maximale Wert betrÃ¤gt 25
La valeur maximale est 65,de,Der maximale Wert betrÃ¤gt 65
La valeur minimale est de 30,de,Der Mindestwert betrÃ¤gt 30
"La valeur minimale est de 0,1",de,"Der Mindestwert betrÃ¤gt 0,1"
La valeur minimale est 10,de,Der Mindestwert ist 10
La valeur minimale est de 50,de,Der Mindestwert betrÃ¤gt 50
La valeur minimale est 100,de,Der Mindestwert ist 100
La valeur maximale est 100,de,Der maximale Wert ist 100
La valeur minimale est de 500,de,Der Mindestwert betrÃ¤gt 500
La valeur minimale est 99999,de,Der Mindestwert betrÃ¤gt 99999
La valeur minimale est 999999,de,Der Mindestwert betrÃ¤gt 999999
La valeur minimale est 9999999999,de,Der Mindestwert betrÃ¤gt 9999999999
La valeur maximale est 99999999999999999999,de,Der Maximalwert betrÃ¤gt 99999999999999999999
Ce champ est obligatoire,de,Dieses Feld ist obligatorisch
Ce champ doit être une chaîne,de,Dieses Feld muss eine Zeichenkette sein
Ce champ doit être une URL de site,de,Dieses Feld muss eine Site-URL sein
Le format n&#39;est pas valide,de,Format ist ungÃ¼ltig
Entrer un email valide,de,Geben Sie eine gÃ¼ltige E-Mail ein
Cet identifiant n&#39;est pas valide,de,Diese ID ist nicht gÃ¼ltig
"Mot de passe incorrect. La longueur minimale du mot de passe est de 6 caractères, la longueur maximale est de 36 caractères et il doit également contenir un chiffre",de,"UngÃ¼ltiges Passwort. Die MindestlÃ¤nge des Passwortes betrÃ¤gt 6 Zeichen, die maximale LÃ¤nge 36 Zeichen und es sollte auch eine Zahl enthalten"
Entrez un code postal valide,de,Geben Sie eine gÃ¼ltige Postleitzahl ein
Entrez un téléphone valide,de,Ein gÃ¼ltiges Telefon eingeben
Le taux d&#39;intérêt ne peut pas contenir plus de 2 décimales,de,Zinssatz kann nicht mehr als 2 Nachkommastellen enthalten
Vous devez choisir parmi les suggestions,de,Sie mÃ¼ssen aus den VorschlÃ¤gen auswÃ¤hlen
La décimale n&#39;est pas autorisée,de,Dezimalzahl ist nicht erlaubt
Ce champ doit être une chaîne de début,de,Dieses Feld muss eine FÃ¼hrungszeichenfolge sein
Ce champ doit être un tableau.,de,Dieses Feld muss ein Array sein.
Ce champ doit être un tableau contenant la chaîne,de,Dieses Feld muss ein Array mit der Zeichenfolge
Ce champ doit être un tableau d&#39;entiers,de,Dieses Feld muss ein Integer-Array sein
Ce champ doit être un tableau double,de,Dieses Feld muss ein doppeltes Array sein
Ce champ doit être un tableau booléen,de,Dieses Feld muss ein boolesches Array sein
Ce champ doit être un tableau Guid,de,Dieses Feld muss ein Guid-Array sein
Ce champ doit être un entier,de,Dieses Feld muss eine ganze Zahl sein
Ce champ doit être un nombre double,de,Dieses Feld muss eine doppelte Zahl sein
Ce champ doit être un nombre positif,de,Dieses Feld muss eine positive Zahl sein
Doit être une date valide,de,Muss ein gÃ¼ltiges Datum sein
Doit être un booléen,de,Muss ein Boolescher sein
M.,de,Herr
femme,de,Frau
femme,de,Frau
La taille ou le type de fichier téléchargé n&#39;est pas pris en charge lors du téléchargement,de,Ihre hochgeladene DateigrÃ¶ÃŸe oder Ihr Dateityp wird beim Hochladen nicht unterstÃ¼tzt
Vous ne pouvez pas envoyer plus de 2 fichiers à la fois,de,Sie kÃ¶nnen nicht mehr als 2 Dateien auf einmal senden
Planification,de,Planung
projets,de,Projekte
projets,de,Projekte
organisations,de,Organisationen
utilisateur,de,Benutzer
Organisation,en,Orgaisation
mon organisation,de,Meine Organisation
moniteur de processus,de,Prozess-Monitor
Formation,en,Training
développeur,de,Entwickler
téléchargement de fichiers,de,Datei-Upload
LI,ar,LIM
Mot de passe actuel,de,Aktuelles Passwort
nouveau mot de passe,de,Neues Passwort
saisir à nouveau le nouveau mot de passe,de,Neues Passwort erneut eingeben
Information sur le compte,de,Informationen zum Konto
Tableau blanc,en,Whiteboard
Bienvenue à lim,de,Willkommen bei lim
Entrer le mot de passe,de,Passwort eingeben
Compte activé avec succès,de,Konto erfolgreich aktiviert
Se reconnecter,de,erneut anmelden
cherche organisation,de,suche Organisation
Créer une organisation,de,Organisation anlegen
Aucune organisation trouvée,de,Keine Organisation gefunden
Détails de l&#39;organisation,de,Details zur Organisation
Nom de l&#39;organisation,de,Name der Organisation
Le nom de l&#39;organisation est requis,de,Der Name der Organisation ist erforderlich
route est nécessaire,de,Strasse ist erforderlich
rue no.,de,Strassen Nr.
code postal,de,Postleitzahl
Code postal requis,de,Postleitzahl erforderlich
la ville est obligatoire,de,Stadt ist erforderlich
Remarques,de,Bemerkungen
Remarque : longueur max 250,de,Bemerkung: max LÃ¤nge 250
Avorter,de,Abbrechen
sauver,de,speichern
Layer-Liste,fr,Layer-Liste
espaces publics,de,Ã–ffentliche RÃ¤ume
installations,de,Einrichtungen
Aucune organisation n&#39;a encore été ajoutée pour ce projet,de,FÃ¼r dieses Projekt wurde noch keine Organisation hinzugefÃ¼gt
Organisation hinzufÃ¼gen,fr,Organisation hinzufÃ¼gen
C&#39;est le nom des organisations en charge de développer ce projet,de,"Dies ist der Name der Organisationen, die mit der Entwicklung dieses Projektes beauftragt sind"
Cet organisme pourra gérer des organisations collaboratives (entreprises de construction).,de,"Diese Organisation wird in der Lage sein, kollaborative Organisationen (Bauunternehmen) zu verwalten."
Administration,en,Administration
Chacune de ces organisations gérera ses propres emplacements.,de,Jede dieser Organisationen wird ihre eigenen Standorte verwalten.
Collaboratif,mt,Kollaborative
assigner,de,zuweisen
Le nom est requis,de,Name ist erforderlich
Nom de la sous-phase,en,Unterphase Name
Subphase hinzufÃ¼gen,en,Subphase hinzufÃ¼gen
Phase hinzufÃ¼gen,en,Phase hinzufÃ¼gen
Aucune phase n&#39;a encore été ajoutée pour ce projet,de,FÃ¼r dieses Projekt sind noch keine Phasen hinzugefÃ¼gt worden
Les phases suivantes ont été définies pour le projet,de,Folgende Phasen wurden fÃ¼r das Projekt definiert
Aucune phase n&#39;a encore été ajoutée pour ce projet,de,FÃ¼r dieses Projekt sind noch keine Phasen hinzugefÃ¼gt worden
Ajouter une discipline,de,Disziplin hinzufÃ¼gen
Les disciplines suivantes ont été définies pour le projet.,de,FÃ¼r das Projekt wurden folgende Disziplinen definiert.
Nom de la discipline,de,Name der Disziplin
Nom de la sous-discipline,de,Name der Teildisziplin
Subdisziplin hinzufügen,pt,Subdisziplin hinzufÃ¼gen
Nom de l&#39;entrepreneur,de,Name des Auftragnehmers
Veuillez saisir une plage de dates,de,Bitte Datumsbereich eingeben
Le plan d&#39;étage est en cours d&#39;édition. Vous serez averti une fois qu&#39;il sera terminé.,de,"Der Grundriss wird bearbeitet. Sie werden benachrichtigt, sobald er fertiggestellt ist."
"Veuillez télécharger le plan d&#39;étage ( png, jpeg )",de,"Bitte laden Sie den Grundriss hoch ( png, jpeg )"
D&#39;ACCORD,en,OK
Télécharger le plan d&#39;étage,de,Grundriss hochladen
Prénom,de,Vorname
nom de famille,de,Nachname
E-mail,it,E-Mail
Téléphoner,tr,Telefon
Organisation,fr,Organisation
informations utilisateur,de,Benutzer Info
"Après avoir été invité sur le portail, le contact recevra un e-mail avec un lien. Le contact devient le portail avec le lien",de,Nach der Einladung zum Portal erhÃ¤lt der Kontakt eine E-Mail mit einem Link. Der Kontakt wird das Portal mit dem Link
Invitez également sur le portail,de,Auch zum Portal einladen
Ajouter une nouvelle zone,de,Neue Zone hinzufÃ¼gen
Activer la chronologie,de,Zeitleiste aktivieren
Nouvelle zone,de,Neue Zone
nom de domaine,de,Bereichsname
Maximale Lange 50,vi,Maximale LÃ¤nge 50
Choisissez le type de zones,de,WÃ¤hlen Sie den Typ der Zone
Points intéressants,de,Interessante Punkte
Activités,cs,AktivitÃ¤ten
étagère,de,AblageflÃ¤che
Ajouter une activité,de,AktivitÃ¤t hinzufÃ¼gen
éditer,de,bearbeiten
éliminer,de,entfernen
Aucune activité n&#39;a été ajoutée,de,Es wurden keine AktivitÃ¤ten hinzugefÃ¼gt
Aucune zone ajoutée,de,Keine Zonen hinzugefÃ¼gt
Espace de travail,de,Arbeitsbereich
Points intéressants,de,Interessante Punkte
Voulez-vous supprimer,de,MÃ¶chten Sie lÃ¶schen
Nouvel emplacement,de,Neuer Standort
Nom de la localisation,de,Name des Standorts
Ce site est protégé,de,Diese Seite ist geschÃ¼tzt
Volume construit,da,GebÃ¤ude Volumen
zone de construction,de,Baugebiet
Hauteur de construction,da,GebÃ¤ude HÃ¶he
Aucune page trouvée,de,Keine Seite gefunden
Aucune activité créée pour le moment,de,Noch keine AktivitÃ¤ten angelegt
Informations de base,de,Basis-Informationen
Nom,en,Name
Emplacement,de,Standort
protection,de,Schutz
Descriptif du lieu,de,Beschreibung des Standorts
Aucune description ajoutée pour le moment,de,Noch keine Beschreibung hinzugefÃ¼gt
dépendances,de,AbhÃ¤ngigkeiten
Aucune dépendance ajoutée pour le moment,de,Noch keine AbhÃ¤ngigkeiten hinzugefÃ¼gt
Lire la suite,de,mehr lesen
Contacter,no,Kontakt
Ajouter un nouveau contact,de,Neuen Kontakt hinzufÃ¼gen
des dossiers,de,Dateien
Aucun fichier ajouté pour le moment,de,Noch keine Datei hinzugefÃ¼gt
Maximale Lange 100,vi,Maximale LÃ¤nge 100
Pas de numéro,de,Keine Nummer
Aucune forme ajoutée pour le moment,de,Noch keine Form hinzugefÃ¼gt
Sélectionnez le type de forme,de,Formtyp auswÃ¤hlen
nombre d&#39;étages,de,Anzahl Stockwerke
Nombre de sous-sols,de,Anzahl der Untergeschosse
Symbole de la forme,en,Shape Symbol
Veuillez sélectionner l&#39;icône que vous souhaitez afficher pour ce module.,de,"Bitte wÃ¤hlen Sie das Symbol, das Sie fÃ¼r diese Modul anzeigen lassen mÃ¶chten."
Sélectionnez le document,de,Dokument auswÃ¤hlen
Catégorie,de,Kategorie
région,de,Bereich
Horaire,de,Zeitplan
par groupe,de,Gruppieren nach
pas disponible,de,nicht erhÃ¤ltlich
Disposition,de,Grundriss
Il n&#39;y a pas de bâtiment,de,Es existiert kein GebÃ¤ude
Des détails,en,Details
Emplacements actifs,de,Aktive Standorte
Emplacements comme am,de,Standorte wie am
Aucun site ajouté pour le moment,de,Noch keine Sites hinzugefÃ¼gt
AJOUTER UNE PAGE,de,SEITE HINZUFÃœGEN
Ajouter une section de site,de,Site-Bereich hinzufÃ¼gen
Nom de la forme,en,Shape Name
Catégorie de forme,en,Shape Kategorie
AJOUTER UN ÉTAGE,de,FUSSBODEN HINZUFÃœGEN
Trier par,de,Sortieren nach
Aucun étage ajouté pour le moment,de,Noch keine FuÃŸbÃ¶den hinzugefÃ¼gt
Forme hinzufügen,en,Form hinzufÃ¼gen
Veuillez vous connecter à votre compte.,de,Bitte loggen Sie sich in Ihr Konto ein.
Consentement:,de,EinverstÃ¤ndnis:
Je suis d&#39;accord,de,einverstanden
en désaccord,de,nicht einverstanden
J&#39;accepte les conditions générales,de,Ich akzeptiere die Allgemeinen GeschÃ¤ftsbedingungen
Téléverser un fichier,de,Datei hochladen
Nom des documents,lv,Name des Dokuments
Le nom du document est requis,de,Dokument Name ist erforderlich
forme du fichier,de,Format der Datei
Veuillez choisir un format de fichier,de,Bitte wÃ¤hlen Sie ein Dateiformat
Nom du projet,pl,Projektname
Pas de résultat trouvé,de,Keine Ãœbereinstimmung gefunden
Entrez le nom de la colonne avec le titre des formes,de,Geben Sie den Spaltennamen mit dem Titel der Formen ein
Votre fichier a été téléchargé avec succès,de,Ihre Datei wurde erfolgreich hochgeladen
Faites-les glisser et déposez-les ou cliquez ici pour parcourir les fichiers,de,"Ziehen Sie sie per Drag & Drop oder klicken Sie hier, um die Dateien zu durchsuchen"
Nombre maximum de fichiers atteint,de,Maximale Anzahl der erreichten Dateien
Seul le format de fichier suivant,de,Nur folgendes Dateiformat
sont pris en charge,de,werden unterstÃ¼tzt
Les fichiers ne peuvent pas être plus grands que,de,Dateien kÃ¶nnen nicht grÃ¶sser sein als
Ko,hu,KB
voir le projet,de,Projekt anschauen
voir les clients,de,Kunden anzeigen
actif,de,aktiv
inactif,sv,inaktiv
Ajouter un utilisateur,de,Benutzer hinzufÃ¼gen
Informations sur la taille de l&#39;image,de,Informationen zur BildgrÃ¶ÃŸe
Renseignements personnels,de,PersÃ¶nliche Informationen
salutation,de,Anrede
Prénom,de,Vorname
afficher le nom,de,Name anzeigen
Organisation,fr,Organisation
informations utilisateur,de,Benutzer Info
Adresse e-mail,da,E-Mail Adresse
Téléphoner,tr,Telefon
Envoyer un e-mail,it,E-Mail ungÃ¼ltig
l&#39;email existe déjà,de,E-Mail bereits vorhanden
Numéro de contact,da,Kontaktnummer
Numéro de téléphone invalide,de,Telefonnummer ungÃ¼ltig
Désigner comme utilisateur administratif,de,Als administrativer Benutzer bestimmen
mettre à jour l&#39;utilisateur,de,Benutzer aktualisieren
réel,pl,aktualsieren
Le volume,es,Volumen
région,de,Bereich
HÃ¶he,en,HÃ¶he
Aucun rapport trouvé,de,Keine Berichte gefunden
nom de phase,de,Phasenname
Horaire,de,Zeitplan
Détails du rapport,de,Details zum Bericht
Emplacement,de,Standort
Plage de temps,de,Zeitrahmen
la description,de,Beschreibung
Légende,nl,Legende
Info,en,Info
bientôt,de,demnÃ¤chst
rapports,de,Berichte
Propriétés du marqueur,de,Marker-Eigenschaften
Paramètres de titre,de,Titel Einstellungen
Montrer le titre,de,Titel anzeigen
format de fichier,de,Dateiformat
Au total,de,Gesamt
Date de début,nl,Start Datum
Date de fin,nl,End-Datum
zone de localisation,de,Standortbereich
étage,de,Stockwerk
Détails du contrat,de,Details zum Vertrag
dates critiques,de,Kritische Termine
Aucune donnée critique ajoutée,de,Keine kritischen Daten hinzugefÃ¼gt
ID d&#39;activité,de,TÃ¤tigkeits-ID
Veuillez saisir l&#39;identifiant de l&#39;activité,de,Bitte AktivitÃ¤ts-ID eingeben
Nom d&#39;activité,en,AktivitÃ¤t Name
Veuillez entrer le nom de l&#39;activité,de,Bitte AktivitÃ¤tsname eingeben
Phase,en,Phase
Veuillez entrer le nom de scène,de,Bitte BÃ¼hnenname eingeben
Veuillez entrer le nom du fournisseur,de,Bitte Lieferantennamen eingeben
Date de début de contrat,de,Datum des Vertragsbeginns
date de fin du contrat,de,Enddatum des Vertrages
Détails supplémentaires:,de,ZusÃ¤tzliche Details:
Chercher,de,Suche
Ajouter une date critique pour cette activité,de,Kritisches Datum fÃ¼r diese AktivitÃ¤t hinzufÃ¼gen
date critique,de,Kritisches Datum
Veuillez ajouter des dates critiques pour marquer les dépendances ou les dates importantes liées à cette activité,de,"Bitte fÃ¼gen Sie kritische Daten hinzu, um AbhÃ¤ngigkeiten oder wichtige Termine zu markieren, die mit dieser AktivitÃ¤t zusammenhÃ¤ngen"
Ajouter une autre date critique,de,Ein weiteres kritisches Datum hinzufÃ¼gen
Phase,en,Phase
discipline,de,Disziplin
site Internet,de,Webseite
région,de,Bereich
Voulez-vous supprimer cette activité ?,de,Wollen Sie diese AktivitÃ¤t lÃ¶schen?
Projet,de,Projekt
Non catégorisé,de,Nicht kategorisiert
